movieId,tmdbId,id,title,overview,popularity,vote_average,vote_count,release_date,runtime,director,poster_path,genres,keywords,cast
5254,36586,36586,Blade II,"A rare mutation has occurred within the vampire community - The Reaper. A vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans, transforming victims who are unlucky enough to survive into Reapers themselves. Blade is asked by the Vampire Nation for his help in preventing a nightmare plague that would wipe out both humans and vampires.",67.169587,6.2,1528,2002-03-22,117.0,,,"[""Fantasy"", ""Horror"", ""Action"", ""Thriller""]","[""katana"", ""mutation"", ""vampire"", ""silver"", ""superhero"", ""tragic villain"", ""broken neck"", ""lasersight"", ""violence"", ""exploding body"", ""blade"", ""subjective camera"", ""torso cut in half"", ""reaper"", ""broken wrist"", ""razor blade"", ""shot through a door"", ""sword duel"", ""burnt face""]",[]
5266,4547,4547,Panic Room,"Trapped in their New York brownstone's panic room, a hidden chamber built as a sanctuary in the event of break-ins, newly divorced Meg Altman and her young daughter Sarah play a deadly game of cat-and-mouse with three intruders - Burnham, Raoul and Junior - during a brutal home invasion. But the room itself is the focal point because what the intruders really want is inside it.",53.043124,6.5,1267,2002-03-29,111.0,,,"[""Crime"", ""Drama"", ""Thriller""]","[""burglar"", ""bunker"", ""housebreaking"", ""safe"", ""money""]",[]
5349,557,557,Spider-Man,"After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers.",82.502566,6.8,5265,2002-05-01,121.0,,,"[""Fantasy"", ""Action""]","[""loss of lover"", ""spider"", ""thanksgiving"", ""bad boss"", ""hostility"", ""marvel comic"", ""superhero"", ""pokies"", ""evil"", ""reference to superman"", ""goblin""]",[]
5418,2501,2501,The Bourne Identity,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy – but who does he work for?",86.476817,7.3,3583,2002-06-14,119.0,,,"[""Action"", ""Drama"", ""Mystery"", ""Thriller""]","[""paris"", ""barcelona spain"", ""assassin"", ""based on novel"", ""secret identity"", ""amnesia"", ""sniper"", ""passport"", ""mission of murder"", ""lovers"", ""escape"", ""shootout"", ""foot chase"", ""cell phone"", ""car chase"", ""multiple identities"", ""surveillance camera"", ""hamburg germany"", ""fishing boat"", ""langley virginia"", ""safe deposit box"", ""flashback"", ""hand to hand combat""]",[]
5444,11544,11544,Lilo & Stitch,"A lonely Hawaiian girl named Lilo is being raised by her older sister, Nani, after their parents die -- under the watch of social worker Cobra Bubbles. When Lilo adopts a funny-looking dog and names him ""Stitch,"" she doesn't realize her new best friend is a wacky alien created by mad scientist Dr. Jumba.",55.659988,7.1,1314,2002-06-21,85.0,,,"[""Animation"", ""Family""]","[""sister sister relationship"", ""extraterrestrial technology"", ""hawaii"", ""adoption"", ""mutation"", ""alien life-form"", ""alien phenomenons"", ""animation"", ""dog"", ""dead parents""]",[]
5445,180,180,Minority Report,"John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.",65.948959,7.1,2608,2002-06-20,145.0,,,"[""Action"", ""Thriller"", ""Science Fiction"", ""Mystery""]","[""self-fulfilling prophecy"", ""washington d.c."", ""evidence"", ""future"", ""hologram"", ""dystopia"", ""murder"", ""neo-noir"", ""future noir""]",[]
5459,608,608,Men in Black II,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.",91.332849,6.0,3114,2002-07-03,88.0,,,"[""Action"", ""Adventure"", ""Comedy"", ""Science Fiction""]","[""saving the world"", ""secret identity"", ""sun glasses"", ""undercover"", ""space marine"", ""illegal immigration"", ""deportation"", ""new identity"", ""flying saucer"", ""light"", ""firearm"", ""alien"", ""fictional government agency""]",[]
5464,4147,4147,Road to Perdition,"Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him.",49.078546,7.3,1077,2002-07-12,117.0,,,"[""Thriller"", ""Crime"", ""Drama""]","[""based on graphic novel"", ""homework"", ""shot in the chin"", ""soft boiled egg"", ""learning to drive"", ""spoiled son"", ""scarred face"", ""thompson sub machine gun"", ""frost on a window"", ""cauterizing a wound"", ""liberty half dollar""]",[]
5618,129,129,Spirited Away,A ten year old girl who wanders away from her parents along a path that leads to a world ruled by strange and unusual monster-like animals. Her parents have been changed into pigs along with others inside a bathhouse full of these creatures. Will she ever see the world how it once was?,118.968562,8.3,3840,2001-07-20,125.0,,,"[""Fantasy"", ""Adventure"", ""Animation"", ""Family""]","[""witch"", ""parents kids relationship"", ""magic"", ""twilight"", ""darkness"", ""village and town"", ""bath house"", ""pig"", ""ghost world"", ""biology"", ""train"", ""amusement park"", ""yokai"", ""japanese mythology"", ""anime""]",[]
5816,672,672,Harry Potter and the Chamber of Secrets,"Ignoring threats to his life, Harry returns to Hogwarts to investigate – aided by Ron and Hermione – a mysterious series of attacks.",132.397737,7.4,5815,2002-11-13,161.0,,,"[""Adventure"", ""Fantasy"", ""Family""]","[""flying car"", ""witch"", ""magic"", ""cutting the cord"", ""child hero"", ""broom"", ""sorcerer's apprentice"", ""school of witchcraft"", ""giant snake"", ""black magic"", ""aftercreditsstinger""]",[]
5872,36669,36669,Die Another Day,"Bond takes on a North Korean leader who undergoes DNA replacement procedures that allow him to assume different identities. American agent, Jinx Johnson assists Bond in his attempt to thwart the villain's plans to exploit a satellite that is powered by solar energy.",54.159392,5.8,1092,2002-11-17,133.0,,,"[""Adventure"", ""Action"", ""Thriller""]","[""laser"", ""british secret service"", ""secret service agent"", ""space based weapon""]",[]
5952,121,121,The Lord of the Rings: The Two Towers,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",106.914973,8.0,7487,2002-12-18,179.0,,,"[""Adventure"", ""Fantasy"", ""Action""]","[""elves"", ""orcs"", ""middle-earth (tolkien)"", ""hobbit"", ""based on novel"", ""explosive"", ""cave"", ""fort"", ""army"", ""mission"", ""attack"", ""guide"", ""wizard"", ""ring"", ""sword and sorcery""]",[]
5989,640,640,Catch Me If You Can,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",73.944049,7.7,3795,2002-12-25,141.0,,,"[""Drama"", ""Crime""]","[""con man"", ""biography"", ""fbi agent"", ""overhead camera shot"", ""attempted jailbreak"", ""engagement party"", ""mislaid trust"", ""bank fraud"", ""inspired by a true story""]",[]
5995,423,423,The Pianist,The Pianist is a film adapted from the biography of Wladyslaw Szpilman. A Jewish-Polish pianist who during the second world war lived and hid miraculously in Warsaw after having gone through a terrible tragedy. A film from Roman Polanski.,50.587541,8.0,1864,2002-09-24,150.0,,,"[""Drama"", ""War""]","[""individual"", ""resistance"", ""radio station"", ""war crimes"", ""loss of family"", ""child murderer"", ""hunger"", ""world war ii"", ""prisoners of war"", ""homeland"", ""deportation"", ""hiding place"", ""ghetto riot"", ""jew persecution"", ""liberation"", ""warsaw ghetto"", ""polish resistance"", ""nazis"", ""biography"", ""classical music"", ""panzer"", ""pianist""]",[]
6365,604,604,The Matrix Reloaded,"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",70.78591,6.7,3443,2003-05-15,138.0,,,"[""Adventure"", ""Action"", ""Thriller"", ""Science Fiction""]","[""saving the world"", ""artificial intelligence"", ""man vs machine"", ""martial arts"", ""kung fu"", ""underground world"", ""dream"", ""hero"", ""fight"", ""computer virus"", ""key"", ""future"", ""plato"", ""precognition"", ""rave"", ""dying and death"", ""virtual reality"", ""dystopia"", ""computer"", ""faith"", ""world religion"", ""truth"", ""mission"", ""cyberpunk"", ""woman director"", ""gnosticism""]",[]
6373,310,310,Bruce Almighty,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.",109.684788,6.4,3012,2003-05-23,101.0,,,"[""Fantasy"", ""Comedy""]","[""christianity"", ""moon"", ""responsability"", ""moses"", ""street gang"", ""lovesickness"", ""journalism"", ""new love"", ""faith"", ""prayer"", ""god"", ""car crash""]",[]
6377,12,12,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",85.688789,7.6,6122,2003-05-30,100.0,,,"[""Animation"", ""Family""]","[""father son relationship"", ""harbor"", ""underwater"", ""fish tank"", ""great barrier reef"", ""missing child"", ""aftercreditsstinger"", ""duringcreditsstinger"", ""short term memory loss"", ""clownfish"", ""father son reunion"", ""protective father""]",[]
6378,9654,9654,The Italian Job,"Charlie Croker pulled off the crime of a lifetime. The one thing that he didn't plan on was being double-crossed. Along with a drop-dead gorgeous safecracker, Croker and his team take off to re-steal the loot and end up in a pulse-pounding, pedal-to-the-metal chase that careens up, down, above and below the streets of Los Angeles.",62.766854,6.6,1919,2003-05-30,110.0,,,"[""Action"", ""Crime""]","[""venice"", ""california"", ""train station"", ""helicopter"", ""austria"", ""mountains"", ""gold"", ""subway"", ""hacker"", ""chase"", ""safe"", ""remake"", ""caper"", ""revenge"", ""murder"", ""heist"", ""double crossed"", ""fast cars"", ""boat chase"", ""los angeles"", ""explosion"", ""convict"", ""father daughter relationship"", ""car chase"", ""tv news"", ""hollywood sign"", ""television repair"", ""mini cooper""]",[]
6537,296,296,Terminator 3: Rise of the Machines,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",69.405188,5.9,2143,2003-07-02,109.0,,,"[""Action"", ""Thriller"", ""Science Fiction""]","[""saving the world"", ""artificial intelligence"", ""man vs machine"", ""cyborg"", ""killer robot"", ""sun glasses"", ""leather jacket"", ""nanotechnology"", ""rocket launcher"", ""firemen"", ""veterinarian"", ""fire engine"", ""dystopia"", ""psychiatrist""]",[]
6539,22,22,Pirates of the Caribbean: The Curse of the Black Pearl,"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.",271.972889,7.5,6985,2003-07-09,143.0,,,"[""Adventure"", ""Fantasy"", ""Action""]","[""exotic island"", ""blacksmith"", ""east india trading company"", ""gold"", ""marriage proposal"", ""mutiny"", ""jamaica"", ""skeleton"", ""daughter"", ""governor"", ""wooden eye"", ""gold coin"", ""pirate"", ""alcoholic"", ""swashbuckler"", ""caribbean"", ""aftercreditsstinger"", ""pirate ship"", ""capuchin monkey"", ""tortuga""]",[]
6564,1996,1996,Lara Croft Tomb Raider: The Cradle of Life,"Lara Croft ventures to an underwater temple in search of the mythological Pandora's Box but, after securing it, it is promptly stolen by the villainous leader of a Chinese crime syndicate. Lara must recover the box before the syndicate's evil mastermind uses it to construct a weapon of catastrophic capabilities.",56.811056,5.5,1418,2003-07-21,117.0,,,"[""Action"", ""Adventure"", ""Fantasy"", ""Thriller""]","[""riddle"", ""treasure"", ""medallion"", ""kenia"", ""alexander the great"", ""pandora's box"", ""chinese mafia"", ""treasure hunt"", ""hong kong"", ""archaeologist"", ""based on video game"", ""archeology\u00a0""]",[]
6754,277,277,Underworld,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",81.829237,6.6,2512,2003-09-19,121.0,,,"[""Fantasy"", ""Action"", ""Thriller""]","[""budapest"", ""subway"", ""love of one's life"", ""vampire"", ""bite"", ""descendant"", ""hostility"", ""shootout"", ""werewolf"", ""blunt"", ""fang vamp""]",[]
6874,24,24,Kill Bill: Vol. 1,"An assassin is shot at the altar by her ruthless employer, Bill and other members of their assassination circle – but 'The Bride' lives to plot her vengeance. Setting out for some payback, she makes a death list and hunts down those who wronged her, saving Bill for last.",79.754966,7.7,4949,2003-10-10,111.0,,,"[""Action"", ""Crime""]","[""japan"", ""coma"", ""martial arts"", ""kung fu"", ""underworld"", ""yakuza"", ""sword"", ""bride"", ""revenge"", ""gore"", ""female yakuza"", ""blood"", ""wedding"", ""samurai sword"", ""part animation""]",[]
6934,605,605,The Matrix Revolutions,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,73.313918,6.4,3096,2003-11-05,129.0,,,"[""Adventure"", ""Action"", ""Thriller"", ""Science Fiction""]","[""saving the world"", ""artificial intelligence"", ""man vs machine"", ""flying"", ""philosophy"", ""fortune teller"", ""kung fu"", ""underground world"", ""killer robot"", ""temple"", ""subway"", ""dream"", ""sun"", ""hero"", ""fight"", ""sunlight"", ""computer virus"", ""key"", ""future"", ""precognition"", ""super computer"", ""machine town"", ""ying yang"", ""dying and death"", ""virtual reality"", ""dystopia"", ""computer"", ""faith"", ""world religion"", ""truth"", ""rescue"", ""mission"", ""cyberpunk"", ""woman director"", ""yin yang"", ""gnosticism""]",[]
7143,616,616,The Last Samurai,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",52.341226,7.3,1895,2003-12-05,154.0,,,"[""Drama"", ""Action"", ""War"", ""History""]","[""japan"", ""war crimes"", ""sense of guilt"", ""swordplay"", ""general"", ""samurai"", ""war veteran"", ""katana"", ""sword"", ""arms deal"", ""homeland"", ""emperor"", ""language barrier"", ""self-discovery"", ""mountain village"", ""foreign legion"", ""mercenary"", ""campaign"", ""commercial agreement"", ""insurgence"", ""leader"", ""war strategy"", ""gettysburg"", ""loss of husband"", ""slaughter"", ""soldier"", ""alcoholic"", ""u.s. soldier"", ""japanese army"", ""19th century"", ""war trauma""]",[]
7153,122,122,The Lord of the Rings: The Return of the King,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm.",123.630332,8.1,8064,2003-12-01,201.0,,,"[""Adventure"", ""Fantasy"", ""Action""]","[""elves"", ""orcs"", ""middle-earth (tolkien)"", ""based on novel"", ""suspicion"", ""bravery"", ""war"", ""honor"", ""troll"", ""brutality"", ""violence"", ""ghost"", ""end of trilogy"", ""quest"", ""sword and sorcery""]",[]
7254,1954,1954,The Butterfly Effect,"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.",73.307513,7.3,2060,2004-01-22,113.0,,,"[""Science Fiction"", ""Thriller""]","[""amnesia"", ""chaos theory"", ""blackout"", ""time travel"", ""flashback""]",[]
7293,1824,1824,50 First Dates,"Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.",61.437586,6.6,2105,2004-02-13,99.0,,,"[""Comedy"", ""Romance""]","[""deja vu"", ""amnesia"", ""hawaii"", ""ladykiller"", ""romantic comedy""]",[]
7361,38,38,Eternal Sunshine of the Spotless Mind,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",56.481487,7.9,3652,2004-03-19,108.0,,,"[""Science Fiction"", ""Drama"", ""Romance""]","[""deja vu"", ""regret"", ""jealousy"", ""amnesia"", ""dream"", ""operation"", ""relationship problems"", ""love"", ""memory"", ""brainwashing"", ""relationship"", ""heartbreak"", ""nonlinear timeline"", ""love story"", ""bittersweet""]",[]
7438,393,393,Kill Bill: Vol. 2,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",50.622607,7.6,3948,2004-04-16,136.0,,,"[""Action"", ""Crime"", ""Thriller""]","[""brother brother relationship"", ""swordplay"", ""katana"", ""mother role"", ""rage and hate"", ""daughter"", ""right and justice"", ""single"", ""aftercreditsstinger"", ""duringcreditsstinger""]",[]
7458,652,652,Troy,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.",66.803149,6.9,2759,2004-05-13,163.0,,,"[""Adventure"", ""Drama"", ""War""]","[""brother brother relationship"", ""adultery"", ""mythology"", ""beauty"", ""trojan war"", ""bravery"", ""wall"", ""fraud"", ""hostility"", ""epic"", ""sword fight"", ""battlefield"", ""ancient world"", ""pyre"", ""ancient greece"", ""trojan horse"", ""trojan"", ""bronze age"", ""sparta greece"", ""helen of troy"", ""homer's iliad""]",[]
8368,673,673,Harry Potter and the Prisoner of Azkaban,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.",79.679601,7.7,5877,2004-05-31,141.0,,,"[""Adventure"", ""Fantasy"", ""Family""]","[""flying"", ""traitor"", ""magic"", ""cutting the cord"", ""child hero"", ""broom"", ""sorcerer's apprentice"", ""school of witchcraft"", ""griffon"", ""black magic"", ""time travel"", ""best friend"", ""werewolf"", ""dark"", ""muggle"", ""aftercreditsstinger""]",[]
8529,594,594,The Terminal,"Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant.",57.753914,7.0,1910,2004-06-17,128.0,,,"[""Comedy"", ""Drama""]","[""new york"", ""airport"", ""marriage proposal"", ""translation"", ""craftsman"", ""stewardess"", ""illegal immigration"", ""language barrier"", ""jfk international airport"", ""immigration law"", ""fast food restaurant"", ""security camera"", ""jazz musician"", ""saxophonist"", ""autograph"", ""passport"", ""eastern europe"", ""friendship""]",[]
8533,11036,11036,The Notebook,"An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.",55.109138,7.7,3067,2004-06-25,123.0,,,"[""Romance"", ""Drama""]","[""poem"", ""river"", ""sadness"", ""fight"", ""love of one's life"", ""dementia"", ""class"", ""secret love"", ""tears"", ""candle"", ""mailbox""]",[]
8644,2048,2048,"I, Robot","In 2035, where robots are common-place and abide by the three laws of robotics, a techno-phobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger.",95.914473,6.7,3793,2004-07-15,115.0,,,"[""Action"", ""Science Fiction""]","[""suicide"", ""artificial intelligence"", ""man vs machine"", ""chicago"", ""based on novel"", ""hero"", ""future"", ""law"", ""dystopia"", ""police"", ""murder"", ""robot"", ""3d"", ""humanoid robot""]",[]
8665,2502,2502,The Bourne Supremacy,"When a CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive.",53.213931,7.2,2825,2004-07-23,108.0,,,"[""Action"", ""Drama"", ""Thriller""]","[""berlin"", ""assassin"", ""based on novel"", ""amnesia"", ""sniper"", ""lie"", ""sequel"", ""suspense"", ""on the run"", ""shootout"", ""espionage"", ""violence"", ""foot chase"", ""car chase"", ""exploding house"", ""though guy"", ""one against many"", ""rail car"", ""dark past"", ""moscow"", ""hand to hand combat""]",[]
8874,747,747,Shaun of the Dead,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.",49.12486,7.5,2420,2004-04-09,99.0,,,"[""Horror"", ""Comedy""]","[""record collection"", ""flower"", ""cheese"", ""pub"", ""surrey"", ""romantic comedy"", ""zombie"", ""english"", ""tv show in film"", ""cricket bat"", ""broken bottle"", ""survival horror"", ""british pub"", ""english pub"", ""you've got red on you""]",[]
8957,176,176,Saw,"Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying...",63.655973,7.2,2184,2004-10-01,103.0,,,"[""Horror"", ""Mystery"", ""Crime""]","[""shotgun"", ""based on short film"", ""sadist"", ""pistol"", ""chained"", ""bludgeoning"", ""game of death""]",[]
8961,9806,9806,The Incredibles,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",77.817571,7.4,5152,2004-11-05,115.0,,,"[""Action"", ""Adventure"", ""Animation"", ""Family""]","[""secret identity"", ""secret"", ""hero"", ""island"", ""wretch"", ""supernatural powers"", ""weapon"", ""lawsuit"", ""superhero""]",[]
8972,2059,2059,National Treasure,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.",58.849256,6.4,1926,2004-11-19,131.0,,,"[""Adventure"", ""Action"", ""Thriller"", ""Mystery""]","[""riddle"", ""treasure"", ""treasure hunt"", ""archaeologist"", ""archeology\u00a0""]",[]
8984,163,163,Ocean's Twelve,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels.",76.840712,6.4,2124,2004-12-09,125.0,,,"[""Thriller"", ""Crime""]","[""sequel"", ""faberg\u00e9 egg"", ""dutch eastindian company"", ""second"", ""part"", ""golden egg"", ""goon""]",[]
8985,36648,36648,Blade: Trinity,"For years, Blade has fought against the vampires in the cover of the night. But now, after falling into the crosshairs of the FBI, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existed - The Nightstalkers. Together with Abigail and Hannibal, two deftly trained Nightstalkers, Blade follows a trail of blood to the ancient creature that is also hunting him, the original vampire, Dracula.",49.660055,5.7,1252,2004-12-08,123.0,,,"[""Science Fiction"", ""Action"", ""Horror"", ""Thriller"", ""Adventure"", ""Fantasy""]","[""fbi"", ""dracula"", ""fistfight"", ""vampire hunter"", ""superhero"", ""based on comic book"", ""martial arts master"", ""motorcycle"", ""katana sword"", ""blade"", ""loss of friend"", ""super villain"", ""vampire slayer"", ""fast motion scene"", ""female vampire""]",[]
27773,670,670,Oldboy,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate businessman seeks revenge on his captors.",56.76349,8.0,1945,2003-01-01,120.0,,,"[""Drama"", ""Thriller"", ""Mystery"", ""Action""]","[""sushi restaurant"", ""rage and hate"", ""notebook"", ""daughter"", ""hostility"", ""sin"", ""revenge"", ""loneliness"", ""urination"", ""anger"", ""catholic"", ""incest"", ""south hypnosis""]",[]
30707,70,70,Million Dollar Baby,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",70.456012,7.7,2439,2004-12-15,132.0,,,"[""Drama""]","[""transporter"", ""suicide attempt"", ""strong woman"", ""boxer"", ""dying and death"", ""stroke of fate"", ""training"", ""advancement"", ""sport"", ""female protagonist"", ""boxing trainer"", ""determination""]",[]
30793,118,118,Charlie and the Chocolate Factory,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",53.905592,6.7,3624,2005-07-13,115.0,,,"[""Adventure"", ""Comedy"", ""Family"", ""Fantasy""]","[""london england"", ""father son relationship"", ""chocolate"", ""factory worker"", ""based on novel"", ""parents kids relationship"", ""candy"", ""overweight child"", ""grandfather grandson relationship"", ""teacher""]",[]
31658,4935,4935,Howl's Moving Castle,"When Sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking home.",49.549984,8.2,1991,2004-11-19,119.0,,,"[""Fantasy"", ""Animation"", ""Adventure""]","[""flying"", ""witch"", ""rain"", ""castle"", ""scarecrow"", ""body exchange"", ""hatter"", ""bakery"", ""demon"", ""anime""]",[]
32587,187,187,Sin City,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",66.003433,7.2,2691,2005-04-01,124.0,,,"[""Action"", ""Thriller"", ""Crime""]","[""dystopia"", ""based on comic book"", ""held captive"", ""based on graphic novel"", ""black and white and color"", ""black and white scene"", ""black and white to color"", ""mysterious killer"", ""doing the right thing"", ""mercedes"", ""silhouette"", ""neo-noir""]",[]
33004,7453,7453,The Hitchhiker's Guide to the Galaxy,"Mere seconds before the Earth is to be demolished by an alien construction crew, Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""",51.742065,6.6,1315,2005-01-15,109.0,,,"[""Adventure"", ""Comedy"", ""Family"", ""Science Fiction""]","[""bureaucracy"", ""england"", ""dolphin"", ""android"", ""based on novel"", ""chase"", ""space travel"", ""galaxy"", ""spaceship"", ""alien"", ""stop motion"", ""survival"", ""hitchhiker"", ""robot"", ""alien invasion"", ""everyman"", ""hyperspace"", ""meaning of life"", ""based on radio show"", ""alien attack"", ""bathrobe"", ""destruction of earth"", ""intergalactic travel"", ""islington england"", ""talking robot""]",[]
